      En-low      En-high        flux      flux-unc         gxs       gxs-unc   greac-rate     cum-rate 
  1.00000E-02  1.04713E-02  1.41044E-03  0.00000E+00  3.50439E+05  4.23736E+01  4.94273E+02  6.65437E+05
  1.04713E-02  1.09648E-02  1.41044E-03  0.00000E+00  3.42466E+05  4.23736E+01  4.83027E+02  6.65920E+05
  1.09648E-02  1.14815E-02  1.41044E-03  0.00000E+00  3.34660E+05  4.23736E+01  4.72017E+02  6.66392E+05
  1.14815E-02  1.20226E-02  1.41044E-03  0.00000E+00  3.27046E+05  4.01271E+01  4.61278E+02  6.66853E+05
  1.20226E-02  1.25892E-02  1.41044E-03  0.00000E+00  3.19603E+05  4.01271E+01  4.50780E+02  6.67304E+05
  1.25892E-02  1.31826E-02  1.41044E-03  0.00000E+00  3.12330E+05  4.01271E+01  4.40521E+02  6.67744E+05
  1.31826E-02  1.38038E-02  1.41044E-03  0.00000E+00  3.05218E+05  4.01271E+01  4.30491E+02  6.68175E+05
  1.38038E-02  1.44544E-02  1.41044E-03  0.00000E+00  2.98273E+05  4.01271E+01  4.20696E+02  6.68595E+05
  1.44544E-02  1.51356E-02  1.41044E-03  0.00000E+00  2.91486E+05  4.01271E+01  4.11122E+02  6.69007E+05
  1.51356E-02  1.58489E-02  1.41044E-03  0.00000E+00  2.84844E+05  4.01271E+01  4.01755E+02  6.69408E+05
  1.58489E-02  1.65959E-02  1.41044E-03  0.00000E+00  2.78366E+05  4.01271E+01  3.92618E+02  6.69801E+05
  1.65959E-02  1.73780E-02  1.41044E-03  0.00000E+00  2.72026E+05  4.01271E+01  3.83675E+02  6.70185E+05
  1.73780E-02  1.81970E-02  1.41044E-03  0.00000E+00  2.65839E+05  4.01271E+01  3.74949E+02  6.70560E+05
  1.81970E-02  1.90546E-02  1.41044E-03  0.00000E+00  2.59783E+05  4.01271E+01  3.66407E+02  6.70926E+05
  1.90546E-02  1.99526E-02  1.41044E-03  0.00000E+00  2.53871E+05  4.01271E+01  3.58070E+02  6.71284E+05
  1.99526E-02  2.08930E-02  1.41044E-03  0.00000E+00  2.48092E+05  3.92634E+01  3.49919E+02  6.71634E+05
  2.08930E-02  2.18776E-02  1.41044E-03  0.00000E+00  2.42446E+05  3.91232E+01  3.41955E+02  6.71976E+05
  2.18776E-02  2.29087E-02  1.41044E-03  0.00000E+00  2.36929E+05  3.89929E+01  3.34173E+02  6.72310E+05
  2.29087E-02  2.39883E-02  1.41044E-03  0.00000E+00  2.31537E+05  3.88721E+01  3.26568E+02  6.72637E+05
  2.39883E-02  2.51189E-02  1.41044E-03  0.00000E+00  2.26271E+05  3.87608E+01  3.19141E+02  6.72956E+05
  2.51189E-02  2.63027E-02  1.41044E-03  0.00000E+00  2.21118E+05  3.86832E+01  3.11873E+02  6.73268E+05
  2.63027E-02  2.75423E-02  1.41044E-03  0.00000E+00  2.16093E+05  3.86344E+01  3.04785E+02  6.73572E+05
  2.75423E-02  2.88403E-02  1.41044E-03  0.00000E+00  2.11177E+05  3.85641E+01  2.97852E+02  6.73870E+05
  2.88403E-02  3.01995E-02  1.41044E-03  0.00000E+00  2.06377E+05  3.84756E+01  2.91082E+02  6.74161E+05
  3.01995E-02  3.16228E-02  1.41044E-03  0.00000E+00  2.01685E+05  3.83933E+01  2.84465E+02  6.74446E+05
  3.16228E-02  3.31131E-02  1.41044E-03  0.00000E+00  1.97107E+05  3.83355E+01  2.78006E+02  6.74724E+05
  3.31131E-02  3.46737E-02  1.41044E-03  0.00000E+00  1.92633E+05  3.82990E+01  2.71697E+02  6.74996E+05
  3.46737E-02  3.63078E-02  1.41044E-03  0.00000E+00  1.88262E+05  3.81232E+01  2.65532E+02  6.75261E+05
  3.63078E-02  3.80189E-02  1.41044E-03  0.00000E+00  1.83998E+05  3.78747E+01  2.59517E+02  6.75521E+05
  3.80189E-02  3.98107E-02  1.41044E-03  0.00000E+00  1.79828E+05  3.78747E+01  2.53636E+02  6.75774E+05
  3.98107E-02  4.16869E-02  1.41044E-03  0.00000E+00  1.75760E+05  3.76386E+01  2.47899E+02  6.76022E+05
  4.16869E-02  4.36516E-02  1.41044E-03  0.00000E+00  1.71782E+05  3.76386E+01  2.42287E+02  6.76264E+05
  4.36516E-02  4.57088E-02  1.41044E-03  0.00000E+00  1.67899E+05  3.76386E+01  2.36811E+02  6.76501E+05
  4.57088E-02  4.78630E-02  1.41044E-03  0.00000E+00  1.64100E+05  3.76386E+01  2.31453E+02  6.76733E+05
  4.78630E-02  5.01187E-02  1.41044E-03  0.00000E+00  1.60390E+05  3.74760E+01  2.26220E+02  6.76959E+05
  5.01187E-02  5.24807E-02  1.41044E-03  0.00000E+00  1.56759E+05  3.74760E+01  2.21099E+02  6.77180E+05
  5.24807E-02  5.49541E-02  1.41044E-03  0.00000E+00  1.53209E+05  3.74760E+01  2.16091E+02  6.77396E+05
